,Year,Month,Day,Hour,Minute,Load (kW),Solar Generation (kWh)
0,2021,1,1,0,0,0.642567641,0.0
1,2021,1,1,0,15,0.6147171764999999,0.0
2,2021,1,1,0,30,0.586866712,0.0
3,2021,1,1,0,45,0.5590162475,0.0
4,2021,1,1,1,0,0.531165783,0.0
5,2021,1,1,1,15,0.520232339,0.0
6,2021,1,1,1,30,0.509298895,0.0
7,2021,1,1,1,45,0.498365451,0.0
8,2021,1,1,2,0,0.48743200700000006,0.0
9,2021,1,1,2,15,0.48412874150000007,0.0
10,2021,1,1,2,30,0.48082547600000003,0.0
11,2021,1,1,2,45,0.4775222105,0.0
12,2021,1,1,3,0,0.474218945,0.0
13,2021,1,1,3,15,0.473963882,0.0
14,2021,1,1,3,30,0.47370881899999995,0.0
15,2021,1,1,3,45,0.47345375599999995,0.0
16,2021,1,1,4,0,0.47319869299999995,0.0
17,2021,1,1,4,15,0.48626056774999993,0.0
18,2021,1,1,4,30,0.49932244249999996,0.0
19,2021,1,1,4,45,0.51238431725,0.0
20,2021,1,1,5,0,0.525446192,0.0
21,2021,1,1,5,15,0.579763072,0.0
22,2021,1,1,5,30,0.634079952,0.0
23,2021,1,1,5,45,0.688396832,0.0
24,2021,1,1,6,0,0.742713712,0.0
25,2021,1,1,6,15,0.81355214075,0.0
26,2021,1,1,6,30,0.8843905695000001,0.0
27,2021,1,1,6,45,0.9552289982500001,0.0
28,2021,1,1,7,0,1.026067427,0.0
29,2021,1,1,7,15,1.016130084,0.0878119324375
30,2021,1,1,7,30,1.006192741,0.175623864875
31,2021,1,1,7,45,0.9962553980000001,0.2634357973125
32,2021,1,1,8,0,0.986318055,0.35124772975
33,2021,1,1,8,15,0.9551639012500001,0.4342439008125
34,2021,1,1,8,30,0.9240097475,0.517240071875
35,2021,1,1,8,45,0.89285559375,0.6002362429375
36,2021,1,1,9,0,0.86170144,0.683232414
37,2021,1,1,9,15,0.8623276172500001,0.73776065875
38,2021,1,1,9,30,0.8629537945000001,0.7922889035
39,2021,1,1,9,45,0.86357997175,0.84681714825
40,2021,1,1,10,0,0.864206149,0.9013453929999999
41,2021,1,1,10,15,0.86868538625,0.9317398968124999
42,2021,1,1,10,30,0.8731646235,0.962134400625
43,2021,1,1,10,45,0.87764386075,0.9925289044375001
44,2021,1,1,11,0,0.882123098,1.02292340825
45,2021,1,1,11,15,0.87724205,1.029664245875
46,2021,1,1,11,30,0.8723610019999999,1.0364050835
47,2021,1,1,11,45,0.8674799539999999,1.043145921125
48,2021,1,1,12,0,0.8625989059999999,1.04988675875
49,2021,1,1,12,15,0.8558551612499999,1.0374828805
50,2021,1,1,12,30,0.8491114165,1.02507900225
51,2021,1,1,12,45,0.8423676717499999,1.012675124
52,2021,1,1,13,0,0.835623927,1.00027124575
53,2021,1,1,13,15,0.83455715,0.9665636455
54,2021,1,1,13,30,0.8334903730000001,0.93285604525
55,2021,1,1,13,45,0.832423596,0.899148445
56,2021,1,1,14,0,0.831356819,0.8654408447499999
57,2021,1,1,14,15,0.84640388525,0.8094473993125
58,2021,1,1,14,30,0.8614509515000001,0.753453953875
59,2021,1,1,14,45,0.8764980177500001,0.6974605084375
60,2021,1,1,15,0,0.8915450840000001,0.641467063
61,2021,1,1,15,15,0.9485570825,0.5655687660625
62,2021,1,1,15,30,1.005569081,0.489670469125
63,2021,1,1,15,45,1.0625810795000001,0.4137721721875
64,2021,1,1,16,0,1.119593078,0.33787387525
65,2021,1,1,16,15,1.2242220860000002,0.2534054064375
66,2021,1,1,16,30,1.328851094,0.168936937625
67,2021,1,1,16,45,1.4334801019999999,0.08446846881250003
68,2021,1,1,17,0,1.53810911,0.0
69,2021,1,1,17,15,1.6065289605,0.0
70,2021,1,1,17,30,1.674948811,0.0
71,2021,1,1,17,45,1.7433686615,0.0
72,2021,1,1,18,0,1.811788512,0.0
73,2021,1,1,18,15,1.799545816,0.0
74,2021,1,1,18,30,1.78730312,0.0
75,2021,1,1,18,45,1.775060424,0.0
76,2021,1,1,19,0,1.7628177280000001,0.0
77,2021,1,1,19,15,1.73085906325,0.0
78,2021,1,1,19,30,1.6989003985000002,0.0
79,2021,1,1,19,45,1.66694173375,0.0
80,2021,1,1,20,0,1.634983069,0.0
81,2021,1,1,20,15,1.59970467175,0.0
82,2021,1,1,20,30,1.5644262745000002,0.0
83,2021,1,1,20,45,1.52914787725,0.0
84,2021,1,1,21,0,1.49386948,0.0
85,2021,1,1,21,15,1.42287939225,0.0
86,2021,1,1,21,30,1.3518893045000002,0.0
87,2021,1,1,21,45,1.2808992167500002,0.0
88,2021,1,1,22,0,1.2099091290000001,0.0
89,2021,1,1,22,15,1.1380390645,0.0
90,2021,1,1,22,30,1.066169,0.0
91,2021,1,1,22,45,0.9942989355,0.0
92,2021,1,1,23,0,0.9224288709999999,0.0
93,2021,1,1,23,15,0.8508201424999999,0.0
94,2021,1,1,23,30,0.7792114139999999,0.0
95,2021,1,1,23,45,0.7076026855,0.0
96,2021,1,2,0,0,0.635993957,0.0
97,2021,1,2,0,15,0.6088001575,0.0
98,2021,1,2,0,30,0.581606358,0.0
99,2021,1,2,0,45,0.5544125585,0.0
100,2021,1,2,1,0,0.527218759,0.0
101,2021,1,2,1,15,0.5166192615,0.0
102,2021,1,2,1,30,0.506019764,0.0
103,2021,1,2,1,45,0.4954202665,0.0
104,2021,1,2,2,0,0.484820769,0.0
105,2021,1,2,2,15,0.48182896199999997,0.0
106,2021,1,2,2,30,0.478837155,0.0
107,2021,1,2,2,45,0.475845348,0.0
108,2021,1,2,3,0,0.472853541,0.0
109,2021,1,2,3,15,0.47227204,0.0
110,2021,1,2,3,30,0.471690539,0.0
111,2021,1,2,3,45,0.47110903800000004,0.0
112,2021,1,2,4,0,0.47052753700000005,0.0
113,2021,1,2,4,15,0.4832330275,0.0
114,2021,1,2,4,30,0.495938518,0.0
115,2021,1,2,4,45,0.5086440084999999,0.0
116,2021,1,2,5,0,0.5213494989999999,0.0
117,2021,1,2,5,15,0.5699830687499999,0.0
118,2021,1,2,5,30,0.6186166384999999,0.0
119,2021,1,2,5,45,0.6672502082499999,0.0
120,2021,1,2,6,0,0.7158837779999999,0.0
121,2021,1,2,6,15,0.7881393497499999,0.0
122,2021,1,2,6,30,0.8603949215,0.0
123,2021,1,2,6,45,0.9326504932499999,0.0
124,2021,1,2,7,0,1.004906065,0.0
125,2021,1,2,7,15,0.9921497372499999,0.0837679075625
126,2021,1,2,7,30,0.9793934095,0.167535815125
127,2021,1,2,7,45,0.9666370817500001,0.2513037226875
128,2021,1,2,8,0,0.953880754,0.33507163025
129,2021,1,2,8,15,0.919578161,0.4191588370625
130,2021,1,2,8,30,0.8852755680000001,0.5032460438749999
131,2021,1,2,8,45,0.8509729750000001,0.5873332506875
132,2021,1,2,9,0,0.8166703820000001,0.6714204575
133,2021,1,2,9,15,0.8158252665000001,0.729452190875
134,2021,1,2,9,30,0.8149801510000001,0.78748392425
135,2021,1,2,9,45,0.8141350355,0.8455156576249999
136,2021,1,2,10,0,0.81328992,0.9035473909999999
137,2021,1,2,10,15,0.8173760245,0.934352432125
138,2021,1,2,10,30,0.8214621289999999,0.9651574732499999
139,2021,1,2,10,45,0.8255482335,0.9959625143749999
140,2021,1,2,11,0,0.829634338,1.0267675555
141,2021,1,2,11,15,0.82592285325,1.033879419
142,2021,1,2,11,30,0.8222113685000001,1.0409912825
143,2021,1,2,11,45,0.81849988375,1.048103146
144,2021,1,2,12,0,0.8147883990000001,1.0552150095000001
145,2021,1,2,12,15,0.8091002730000001,1.0429947675625
146,2021,1,2,12,30,0.8034121470000001,1.030774525625
147,2021,1,2,12,45,0.7977240210000001,1.0185542836875001
148,2021,1,2,13,0,0.792035895,1.00633404175
149,2021,1,2,13,15,0.792084733,0.972531450125
150,2021,1,2,13,30,0.792133571,0.9387288585
151,2021,1,2,13,45,0.792182409,0.904926266875
152,2021,1,2,14,0,0.792231247,0.87112367525
153,2021,1,2,14,15,0.807794963,0.813455393
154,2021,1,2,14,30,0.823358679,0.75578711075
155,2021,1,2,14,45,0.838922395,0.6981188285
156,2021,1,2,15,0,0.8544861109999999,0.64045054625
157,2021,1,2,15,15,0.911783373,0.5652177346875
158,2021,1,2,15,30,0.969080635,0.48998492312499997
159,2021,1,2,15,45,1.026377897,0.41475211156249997
160,2021,1,2,16,0,1.083675159,0.33951929999999997
161,2021,1,2,16,15,1.18844566425,0.25463947499999995
162,2021,1,2,16,30,1.2932161695,0.16975964999999998
163,2021,1,2,16,45,1.3979866747499998,0.08487982500000002
164,2021,1,2,17,0,1.50275718,0.0
165,2021,1,2,17,15,1.571437434,0.0
166,2021,1,2,17,30,1.640117688,0.0
167,2021,1,2,17,45,1.708797942,0.0
168,2021,1,2,18,0,1.777478196,0.0
169,2021,1,2,18,15,1.7652518904999999,0.0
170,2021,1,2,18,30,1.753025585,0.0
171,2021,1,2,18,45,1.7407992795,0.0
172,2021,1,2,19,0,1.728572974,0.0
173,2021,1,2,19,15,1.696461655,0.0
174,2021,1,2,19,30,1.664350336,0.0
175,2021,1,2,19,45,1.632239017,0.0
176,2021,1,2,20,0,1.600127698,0.0
177,2021,1,2,20,15,1.564661429,0.0
178,2021,1,2,20,30,1.52919516,0.0
179,2021,1,2,20,45,1.493728891,0.0
180,2021,1,2,21,0,1.458262622,0.0
181,2021,1,2,21,15,1.3891009457499999,0.0
182,2021,1,2,21,30,1.3199392694999998,0.0
183,2021,1,2,21,45,1.25077759325,0.0
184,2021,1,2,22,0,1.181615917,0.0
185,2021,1,2,22,15,1.11293544425,0.0
186,2021,1,2,22,30,1.0442549715,0.0
187,2021,1,2,22,45,0.9755744987499999,0.0
188,2021,1,2,23,0,0.9068940259999999,0.0
189,2021,1,2,23,15,0.8391690087499999,0.0
190,2021,1,2,23,30,0.7714439915,0.0
191,2021,1,2,23,45,0.7037189742500001,0.0
192,2021,1,3,0,0,0.635993957,0.0
193,2021,1,3,0,15,0.6088001575,0.0
194,2021,1,3,0,30,0.581606358,0.0
195,2021,1,3,0,45,0.5544125585,0.0
196,2021,1,3,1,0,0.527218759,0.0
197,2021,1,3,1,15,0.5166192615,0.0
198,2021,1,3,1,30,0.506019764,0.0
199,2021,1,3,1,45,0.4954202665,0.0
200,2021,1,3,2,0,0.484820769,0.0
201,2021,1,3,2,15,0.48182896199999997,0.0
202,2021,1,3,2,30,0.478837155,0.0
203,2021,1,3,2,45,0.475845348,0.0
204,2021,1,3,3,0,0.472853541,0.0
205,2021,1,3,3,15,0.47227204,0.0
206,2021,1,3,3,30,0.471690539,0.0
207,2021,1,3,3,45,0.47110903800000004,0.0
208,2021,1,3,4,0,0.47052753700000005,0.0
209,2021,1,3,4,15,0.4832330275,0.0
210,2021,1,3,4,30,0.495938518,0.0
211,2021,1,3,4,45,0.5086440084999999,0.0
212,2021,1,3,5,0,0.5213494989999999,0.0
213,2021,1,3,5,15,0.5699830687499999,0.0
214,2021,1,3,5,30,0.6186166384999999,0.0
215,2021,1,3,5,45,0.6672502082499999,0.0
216,2021,1,3,6,0,0.7158837779999999,0.0
217,2021,1,3,6,15,0.7881393497499999,0.0
218,2021,1,3,6,30,0.8603949215,0.0
219,2021,1,3,6,45,0.9326504932499999,0.0
220,2021,1,3,7,0,1.004906065,0.0
221,2021,1,3,7,15,0.9921497372499999,0.081425469875
222,2021,1,3,7,30,0.9793934095,0.16285093975
223,2021,1,3,7,45,0.9666370817500001,0.24427640962500002
224,2021,1,3,8,0,0.953880754,0.3257018795
225,2021,1,3,8,15,0.919578161,0.407028195375
226,2021,1,3,8,30,0.8852755680000001,0.48835451124999996
227,2021,1,3,8,45,0.8509729750000001,0.569680827125
228,2021,1,3,9,0,0.8166703820000001,0.651007143
229,2021,1,3,9,15,0.8158252665000001,0.70472018175
230,2021,1,3,9,30,0.8149801510000001,0.7584332205
231,2021,1,3,9,45,0.8141350355,0.81214625925
232,2021,1,3,10,0,0.81328992,0.8658592979999999
233,2021,1,3,10,15,0.8173760245,0.8963625778125
234,2021,1,3,10,30,0.8214621289999999,0.926865857625
235,2021,1,3,10,45,0.8255482335,0.9573691374375
236,2021,1,3,11,0,0.829634338,0.98787241725
237,2021,1,3,11,15,0.82592285325,0.94177595175
238,2021,1,3,11,30,0.8222113685000001,0.8956794862499999
239,2021,1,3,11,45,0.81849988375,0.84958302075
240,2021,1,3,12,0,0.8147883990000001,0.80348655525
241,2021,1,3,12,15,0.8091002730000001,0.631616759625
242,2021,1,3,12,30,0.8034121470000001,0.45974696400000004
243,2021,1,3,12,45,0.7977240210000001,0.287877168375
244,2021,1,3,13,0,0.792035895,0.11600737275
245,2021,1,3,13,15,0.792084733,0.149711833875
246,2021,1,3,13,30,0.792133571,0.183416295
247,2021,1,3,13,45,0.792182409,0.217120756125
248,2021,1,3,14,0,0.792231247,0.25082521725
249,2021,1,3,14,15,0.807794963,0.34647188925
250,2021,1,3,14,30,0.823358679,0.44211856125000004
251,2021,1,3,14,45,0.838922395,0.53776523325
252,2021,1,3,15,0,0.8544861109999999,0.63341190525
253,2021,1,3,15,15,0.911783373,0.5586422448125
254,2021,1,3,15,30,0.969080635,0.483872584375
255,2021,1,3,15,45,1.026377897,0.40910292393750003
256,2021,1,3,16,0,1.083675159,0.33433326350000003
257,2021,1,3,16,15,1.18844566425,0.250749947625
258,2021,1,3,16,30,1.2932161695,0.16716663175000002
259,2021,1,3,16,45,1.3979866747499998,0.08358331587500001
260,2021,1,3,17,0,1.50275718,0.0
261,2021,1,3,17,15,1.571437434,0.0
262,2021,1,3,17,30,1.640117688,0.0
263,2021,1,3,17,45,1.708797942,0.0
264,2021,1,3,18,0,1.777478196,0.0
265,2021,1,3,18,15,1.7652518904999999,0.0
266,2021,1,3,18,30,1.753025585,0.0
267,2021,1,3,18,45,1.7407992795,0.0
268,2021,1,3,19,0,1.728572974,0.0
269,2021,1,3,19,15,1.696461655,0.0
270,2021,1,3,19,30,1.664350336,0.0
271,2021,1,3,19,45,1.632239017,0.0
272,2021,1,3,20,0,1.600127698,0.0
273,2021,1,3,20,15,1.564661429,0.0
274,2021,1,3,20,30,1.52919516,0.0
275,2021,1,3,20,45,1.493728891,0.0
276,2021,1,3,21,0,1.458262622,0.0
277,2021,1,3,21,15,1.3891009457499999,0.0
278,2021,1,3,21,30,1.3199392694999998,0.0
279,2021,1,3,21,45,1.25077759325,0.0
280,2021,1,3,22,0,1.181615917,0.0
281,2021,1,3,22,15,1.11293544425,0.0
282,2021,1,3,22,30,1.0442549715,0.0
283,2021,1,3,22,45,0.9755744987499999,0.0
284,2021,1,3,23,0,0.9068940259999999,0.0
285,2021,1,3,23,15,0.8391690087499999,0.0
286,2021,1,3,23,30,0.7714439915,0.0
287,2021,1,3,23,45,0.7037189742500001,0.0
288,2021,1,4,0,0,0.635993957,0.0
289,2021,1,4,0,15,0.6088001575,0.0
290,2021,1,4,0,30,0.581606358,0.0
291,2021,1,4,0,45,0.5544125585,0.0
292,2021,1,4,1,0,0.527218759,0.0
293,2021,1,4,1,15,0.5171230345000001,0.0
294,2021,1,4,1,30,0.50702731,0.0
295,2021,1,4,1,45,0.49693158550000005,0.0
296,2021,1,4,2,0,0.48683586100000004,0.0
297,2021,1,4,2,15,0.48561625625000004,0.0
298,2021,1,4,2,30,0.4843966515,0.0
299,2021,1,4,2,45,0.48317704675,0.0
300,2021,1,4,3,0,0.481957442,0.0
301,2021,1,4,3,15,0.4830754705,0.0
302,2021,1,4,3,30,0.484193499,0.0
303,2021,1,4,3,45,0.48531152750000006,0.0
304,2021,1,4,4,0,0.48642955600000004,0.0
305,2021,1,4,4,15,0.50020737725,0.0
306,2021,1,4,4,30,0.5139851985,0.0
307,2021,1,4,4,45,0.5277630197500001,0.0
308,2021,1,4,5,0,0.541540841,0.0
309,2021,1,4,5,15,0.5945508545,0.0
310,2021,1,4,5,30,0.647560868,0.0
311,2021,1,4,5,45,0.7005708815,0.0
312,2021,1,4,6,0,0.753580895,0.0
313,2021,1,4,6,15,0.8224616140000001,0.0
314,2021,1,4,6,30,0.891342333,0.0
315,2021,1,4,6,45,0.9602230519999999,0.0
316,2021,1,4,7,0,1.029103771,0.0
317,2021,1,4,7,15,1.0132375605,0.0873529440625
318,2021,1,4,7,30,0.99737135,0.174705888125
319,2021,1,4,7,45,0.9815051395000001,0.2620588321875
320,2021,1,4,8,0,0.965638929,0.34941177625
321,2021,1,4,8,15,0.92839679225,0.43168138624999997
322,2021,1,4,8,30,0.8911546555000001,0.51395099625
323,2021,1,4,8,45,0.8539125187500001,0.59622060625
324,2021,1,4,9,0,0.8166703820000001,0.67849021625
325,2021,1,4,9,15,0.8158252665000001,0.7363892893124999
326,2021,1,4,9,30,0.8149801510000001,0.7942883623749999
327,2021,1,4,9,45,0.8141350355,0.8521874354375
328,2021,1,4,10,0,0.81328992,0.9100865085
329,2021,1,4,10,15,0.8173760245,0.9353147654999999
330,2021,1,4,10,30,0.8214621289999999,0.9605430225
331,2021,1,4,10,45,0.8255482335,0.9857712795
332,2021,1,4,11,0,0.829634338,1.0109995365
333,2021,1,4,11,15,0.82592285325,1.0216602005625
334,2021,1,4,11,30,0.8222113685000001,1.032320864625
335,2021,1,4,11,45,0.81849988375,1.0429815286875002
336,2021,1,4,12,0,0.8147883990000001,1.0536421927500002
337,2021,1,4,12,15,0.8091002730000001,1.0370649730625001
338,2021,1,4,12,30,0.8034121470000001,1.020487753375
339,2021,1,4,12,45,0.7977240210000001,1.0039105336875
340,2021,1,4,13,0,0.792035895,0.987333314
341,2021,1,4,13,15,0.792084733,0.955017692
342,2021,1,4,13,30,0.792133571,0.9227020699999999
343,2021,1,4,13,45,0.792182409,0.890386448
344,2021,1,4,14,0,0.792231247,0.858070826
345,2021,1,4,14,15,0.807794963,0.801969628125
346,2021,1,4,14,30,0.823358679,0.74586843025
347,2021,1,4,14,45,0.838922395,0.689767232375
348,2021,1,4,15,0,0.8544861109999999,0.6336660345
349,2021,1,4,15,15,0.911783373,0.5599348643125001
350,2021,1,4,15,30,0.969080635,0.486203694125
351,2021,1,4,15,45,1.026377897,0.4124725239375
352,2021,1,4,16,0,1.083675159,0.33874135375
353,2021,1,4,16,15,1.18844566425,0.2540560153125
354,2021,1,4,16,30,1.2932161695,0.169370676875
355,2021,1,4,16,45,1.3979866747499998,0.08468533843749998
356,2021,1,4,17,0,1.50275718,0.0
357,2021,1,4,17,15,1.571437434,0.0
358,2021,1,4,17,30,1.640117688,0.0
359,2021,1,4,17,45,1.708797942,0.0
360,2021,1,4,18,0,1.777478196,0.0
361,2021,1,4,18,15,1.7652518904999999,0.0
362,2021,1,4,18,30,1.753025585,0.0
363,2021,1,4,18,45,1.7407992795,0.0
364,2021,1,4,19,0,1.728572974,0.0
365,2021,1,4,19,15,1.696461655,0.0
366,2021,1,4,19,30,1.664350336,0.0
367,2021,1,4,19,45,1.632239017,0.0
368,2021,1,4,20,0,1.600127698,0.0
369,2021,1,4,20,15,1.564661429,0.0
370,2021,1,4,20,30,1.52919516,0.0
371,2021,1,4,20,45,1.493728891,0.0
372,2021,1,4,21,0,1.458262622,0.0
373,2021,1,4,21,15,1.3891009457499999,0.0
374,2021,1,4,21,30,1.3199392694999998,0.0
375,2021,1,4,21,45,1.25077759325,0.0
376,2021,1,4,22,0,1.181615917,0.0
377,2021,1,4,22,15,1.11293544425,0.0
378,2021,1,4,22,30,1.0442549715,0.0
379,2021,1,4,22,45,0.9755744987499999,0.0
380,2021,1,4,23,0,0.9068940259999999,0.0
381,2021,1,4,23,15,0.8391690087499999,0.0
382,2021,1,4,23,30,0.7714439915,0.0
383,2021,1,4,23,45,0.7037189742500001,0.0
384,2021,1,5,0,0,0.635993957,0.0
385,2021,1,5,0,15,0.6088001575,0.0
386,2021,1,5,0,30,0.581606358,0.0
387,2021,1,5,0,45,0.5544125585,0.0
388,2021,1,5,1,0,0.527218759,0.0
389,2021,1,5,1,15,0.5171732117500001,0.0
390,2021,1,5,1,30,0.5071276645,0.0
391,2021,1,5,1,45,0.49708211725,0.0
392,2021,1,5,2,0,0.48703657,0.0
393,2021,1,5,2,15,0.48594890300000004,0.0
394,2021,1,5,2,30,0.48486123600000003,0.0
395,2021,1,5,2,45,0.483773569,0.0
396,2021,1,5,3,0,0.48268590200000006,0.0
397,2021,1,5,3,15,0.48373762275000004,0.0
398,2021,1,5,3,30,0.4847893435,0.0
399,2021,1,5,3,45,0.48584106425,0.0
400,2021,1,5,4,0,0.486892785,0.0
401,2021,1,5,4,15,0.5006742155,0.0
402,2021,1,5,4,30,0.514455646,0.0
403,2021,1,5,4,45,0.5282370765,0.0
404,2021,1,5,5,0,0.542018507,0.0
405,2021,1,5,5,15,0.59503510025,0.0
406,2021,1,5,5,30,0.6480516935,0.0
407,2021,1,5,5,45,0.70106828675,0.0
408,2021,1,5,6,0,0.75408488,0.0
409,2021,1,5,6,15,0.82290281675,0.0
410,2021,1,5,6,30,0.8917207535,0.0
411,2021,1,5,6,45,0.96053869025,0.0
412,2021,1,5,7,0,1.029356627,0.0
413,2021,1,5,7,15,1.01425780325,0.0832832605625
414,2021,1,5,7,30,0.9991589795,0.166566521125
415,2021,1,5,7,45,0.98406015575,0.2498497816875
416,2021,1,5,8,0,0.968961332,0.33313304225
417,2021,1,5,8,15,0.93113000125,0.4155805563125
418,2021,1,5,8,30,0.8932986705000001,0.49802807037499996
419,2021,1,5,8,45,0.8554673397500001,0.5804755844375
420,2021,1,5,9,0,0.8176360090000001,0.6629230985
421,2021,1,5,9,15,0.8176744977500001,0.7181546341875
422,2021,1,5,9,30,0.8177129865000001,0.773386169875
423,2021,1,5,9,45,0.81775147525,0.8286177055624999
424,2021,1,5,10,0,0.817789964,0.88384924125
425,2021,1,5,10,15,0.8207510575,0.9104284636875
426,2021,1,5,10,30,0.8237121510000001,0.937007686125
427,2021,1,5,10,45,0.8266732445,0.9635869085625
428,2021,1,5,11,0,0.829634338,0.990166131
429,2021,1,5,11,15,0.82592285325,1.0006527807499999
430,2021,1,5,11,30,0.8222113685000001,1.0111394304999999
431,2021,1,5,11,45,0.81849988375,1.02162608025
432,2021,1,5,12,0,0.8147883990000001,1.03211273
433,2021,1,5,12,15,0.8091002730000001,1.0144755241249999
434,2021,1,5,12,30,0.8034121470000001,0.99683831825
435,2021,1,5,12,45,0.7977240210000001,0.979201112375
436,2021,1,5,13,0,0.792035895,0.9615639065
437,2021,1,5,13,15,0.792084733,0.931215465375
438,2021,1,5,13,30,0.792133571,0.9008670242500001
439,2021,1,5,13,45,0.792182409,0.8705185831250001
440,2021,1,5,14,0,0.792231247,0.8401701420000001
441,2021,1,5,14,15,0.807794963,0.7910255595000001
442,2021,1,5,14,30,0.823358679,0.7418809770000001
443,2021,1,5,14,45,0.838922395,0.6927363945
444,2021,1,5,15,0,0.8544861109999999,0.643591812
445,2021,1,5,15,15,0.911783373,0.5695998933125
446,2021,1,5,15,30,0.969080635,0.49560797462500006
447,2021,1,5,15,45,1.026377897,0.4216160559375
448,2021,1,5,16,0,1.083675159,0.34762413725
449,2021,1,5,16,15,1.18844566425,0.26071810293750003
450,2021,1,5,16,30,1.2932161695,0.173812068625
451,2021,1,5,16,45,1.3979866747499998,0.08690603431249999
452,2021,1,5,17,0,1.50275718,0.0
453,2021,1,5,17,15,1.571437434,0.0
454,2021,1,5,17,30,1.640117688,0.0
455,2021,1,5,17,45,1.708797942,0.0
456,2021,1,5,18,0,1.777478196,0.0
457,2021,1,5,18,15,1.7652518904999999,0.0
458,2021,1,5,18,30,1.753025585,0.0
459,2021,1,5,18,45,1.7407992795,0.0
460,2021,1,5,19,0,1.728572974,0.0
461,2021,1,5,19,15,1.696461655,0.0
462,2021,1,5,19,30,1.664350336,0.0
463,2021,1,5,19,45,1.632239017,0.0
464,2021,1,5,20,0,1.600127698,0.0
465,2021,1,5,20,15,1.564661429,0.0
466,2021,1,5,20,30,1.52919516,0.0
467,2021,1,5,20,45,1.493728891,0.0
468,2021,1,5,21,0,1.458262622,0.0
469,2021,1,5,21,15,1.3891009457499999,0.0
470,2021,1,5,21,30,1.3199392694999998,0.0
471,2021,1,5,21,45,1.25077759325,0.0
472,2021,1,5,22,0,1.181615917,0.0
473,2021,1,5,22,15,1.11293544425,0.0
474,2021,1,5,22,30,1.0442549715,0.0
475,2021,1,5,22,45,0.9755744987499999,0.0
476,2021,1,5,23,0,0.9068940259999999,0.0
477,2021,1,5,23,15,0.84122742975,0.0
478,2021,1,5,23,30,0.7755608334999999,0.0
479,2021,1,5,23,45,0.7098942372499999,0.0
480,2021,1,6,0,0,0.644227641,0.0
481,2021,1,6,0,15,0.62082072125,0.0
482,2021,1,6,0,30,0.5974138015,0.0
483,2021,1,6,0,45,0.57400688175,0.0
484,2021,1,6,1,0,0.550599962,0.0
485,2021,1,6,1,15,0.5435330745,0.0
486,2021,1,6,1,30,0.536466187,0.0
487,2021,1,6,1,45,0.5293992995000001,0.0
488,2021,1,6,2,0,0.522332412,0.0
489,2021,1,6,2,15,0.522518476,0.0
490,2021,1,6,2,30,0.52270454,0.0
491,2021,1,6,2,45,0.522890604,0.0
492,2021,1,6,3,0,0.523076668,0.0
493,2021,1,6,3,15,0.5251400399999999,0.0
494,2021,1,6,3,30,0.527203412,0.0
495,2021,1,6,3,45,0.529266784,0.0
496,2021,1,6,4,0,0.531330156,0.0
497,2021,1,6,4,15,0.546140019,0.0
498,2021,1,6,4,30,0.5609498820000001,0.0
499,2021,1,6,4,45,0.575759745,0.0
500,2021,1,6,5,0,0.590569608,0.0
501,2021,1,6,5,15,0.64718484,0.0
502,2021,1,6,5,30,0.7038000719999999,0.0
503,2021,1,6,5,45,0.760415304,0.0
504,2021,1,6,6,0,0.817030536,0.0
505,2021,1,6,6,15,0.89074812525,0.0
506,2021,1,6,6,30,0.9644657145,0.0
507,2021,1,6,6,45,1.0381833037500001,0.0
508,2021,1,6,7,0,1.111900893,0.0
509,2021,1,6,7,15,1.0898120310000001,0.08010835200000001
510,2021,1,6,7,30,1.0677231690000002,0.16021670400000002
511,2021,1,6,7,45,1.045634307,0.24032505600000004
512,2021,1,6,8,0,1.023545445,0.32043340800000003
513,2021,1,6,8,15,0.9822927555000001,0.401464308875
514,2021,1,6,8,30,0.941040066,0.48249520975000004
515,2021,1,6,8,45,0.8997873765000001,0.563526110625
516,2021,1,6,9,0,0.858534687,0.6445570115
517,2021,1,6,9,15,0.85664051875,0.699162505
518,2021,1,6,9,30,0.8547463505,0.7537679985
519,2021,1,6,9,45,0.85285218225,0.808373492
520,2021,1,6,10,0,0.850958014,0.8629789855
521,2021,1,6,10,15,0.84662431925,0.8864305220625
522,2021,1,6,10,30,0.8422906245,0.909882058625
523,2021,1,6,10,45,0.83795692975,0.9333335951875
524,2021,1,6,11,0,0.833623235,0.95678513175
525,2021,1,6,11,15,0.828914526,0.9664429955625
526,2021,1,6,11,30,0.8242058170000001,0.976100859375
527,2021,1,6,11,45,0.8194971080000001,0.9857587231875
528,2021,1,6,12,0,0.8147883990000001,0.995416587
529,2021,1,6,12,15,0.8091002730000001,0.99269541225
530,2021,1,6,12,30,0.8034121470000001,0.9899742375
531,2021,1,6,12,45,0.7977240210000001,0.98725306275
532,2021,1,6,13,0,0.792035895,0.984531888
533,2021,1,6,13,15,0.792084733,0.9547650641875001
534,2021,1,6,13,30,0.792133571,0.9249982403750001
535,2021,1,6,13,45,0.792182409,0.8952314165625
536,2021,1,6,14,0,0.792231247,0.8654645927500001
537,2021,1,6,14,15,0.807794963,0.8096184793750001
538,2021,1,6,14,30,0.823358679,0.753772366
539,2021,1,6,14,45,0.838922395,0.697926252625
540,2021,1,6,15,0,0.8544861109999999,0.64208013925
541,2021,1,6,15,15,0.911783373,0.5681941304375
542,2021,1,6,15,30,0.969080635,0.494308121625
